app_id,category,md5hash,app_name,version_name,version_code
ai.aiart.aiartgenerator.creart,ART_AND_DESIGN,9b7683cc9178a231ba06abfc88b5b270,CreArt,1.0.3,10.0
ai.art.aiart.picture.photo.generator.painting,ART_AND_DESIGN,b292c447839d9851af9740fc02217987,MJ Art,1.2.2,27.0
ai.art.camera.photo.generated.lansa.beauty,ART_AND_DESIGN,79b36b76d02737a02de2d390ce9e05fd,Photo AI,1.1.1,12.0
ai.art.generated.drawing.anime.photo.dream,ART_AND_DESIGN,f47e3143866105bd6d1d91a6156f64ac,AnimeAI,1.3.0,31.0
ai.art.generator.design,ART_AND_DESIGN,308d07058c72459c7f62ad9badbf3a2f,MystiArt,1.0211,10211.0
ai.art.generator.paint.draw.photo,ART_AND_DESIGN,0ad79bce348582dc02f394a610133c53,AI Art Generator,1.2.6,126.0
ai.blurrr.video,VIDEO_PLAYERS,0cbd2ac1a37d66cd850e89fadb2f0120,Blurrr,0.9.0-4,904.0
ai.bohemian.multipolls,LIFESTYLE,ea4d01c9c611e8c6a8407b51cf521639,MultiPolls,1.9.29,206.0
ai.bookster.android,EDUCATION,781104424f30bde5eabafad7949181a8,Bookster,1.0.53,1053.0
ai.character.app,ENTERTAINMENT,f3d5680a5b5000542fcea22f786bcd19,Character.AI,1.7.3,78.0
ai.chat.gpt.bot,PRODUCTIVITY,7dde700e9ecbf3f68b153078395e8e8e,ChatOn,1.27.268-277,277.0
ai.convegenius.app,EDUCATION,b34b3818f499933a578c84216e993a2a,SwiftChat,3.6.2,280.0
ai.cover.song.voicify,MUSIC_AND_AUDIO,4bb37b550db89c435b7dff9df6d4b6d9,Banger,2.9,49.0
ai.easy.brain.trivia.machine.free,GAME,f27922bfac81f034f2b1e5d44fac1306,Trivia Machine,1.1.5,72.0
ai.face.future.futureme,PHOTOGRAPHY,872641d81c87454b1dfea4f76f0d25ed,FutureFace,1.8.5,185.0
ai.generated.art.maker.image.picture.photo.generator.painting,ART_AND_DESIGN,970acb4a5aa15c61333ae356418692f1,AI Arta,2.22.1,177.0
ai.generated.art.photo,ART_AND_DESIGN,cf72ac52c86dbffce92b5096b4396882,AI ART,1.0.26,26.0
ai.genetic.fnmt,NEWS_AND_MAGAZINES,f5a4049bf95b679731c38ab038b92f0f,FNMT,1.1.8,9.0
ai.genova.headshotapp,LIFESTYLE,97515e0155252129fafa90ac81479e95,PictureMe,1.14.0,1689774400.0
ai.halloween.aifilter.art,ENTERTAINMENT,cb478bb947b404a598ab46207886a264,FestAI,2.1,21.0
ai.inflection.pi,LIFESTYLE,4b8943fc550c36093857531c9613b95b,Pi,1.4,39.0
ai.kaiber.mobile,ART_AND_DESIGN,a51f5488188ca09c759ce530cbc56a81,Kaiber,1.0.8,10008000.0
ai.metaverse.remote.control.smarthome,LIFESTYLE,7d90328ffecb8969765c405ed2a9ea66,Smart Light,2.5,114.0
ai.metaverselabs.grammargpt,EDUCATION,9aee61edb7fe699739356d1491ace5ce,Grammar Check,1.4.1,153.0
ai.metaverselabs.smartcar,AUTO_AND_VEHICLES,508a55f34a23c4bc2ad275ac33896a9c,SmartCar,1.9,38.0
ai.moises,MUSIC_AND_AUDIO,aa984cdd096298faa3dd988ebe749bb2,Moises,2.21.0,497.0
ai.mybuddy.talkingflashcards_new,EDUCATION,3cf3295ff1b4997b78fa501dc8c296e0,Buddy,5.4.4,1575042395.0
ai.nokto.wire,NEWS_AND_MAGAZINES,cf2a7ac5b1cd050f2e17aa2086e4e264,Artifact,1.0,5909361.0
ai.oc.experience.gulfpay,AUTO_AND_VEHICLES,b1c5c4bb009e26d1975bcc28750667c9,Gulf Pay,8.2.1,50.0
ai.oc.experience.highoctanerewards,AUTO_AND_VEHICLES,2590fd91d6a9a6ff067b2dff49628683,Easy Coins,8.2.1,48.0
ai.oc.experience.marathonrewards,AUTO_AND_VEHICLES,e4ba7c44edfaed28460459079f374f35,Rewards,8.1.2,39.0
ai.oc.experience.yeswayrewards,AUTO_AND_VEHICLES,e1788007d7dfcd851557b3b0b89674b8,Yesway & Allsup’s Rewards,8.2.1,61.0
ai.oculo,TOOLS,d73504598cf5727858669b1c381284d2,Oculo,1.23.6,12306.0
ai.perplexity.app.android,PRODUCTIVITY,b0590e5aee03c9fddf9ead3f3f14c7c4,Perplexity,2.6.0,260072.0
ai.photo.enhancer.ig.tiktok.editor.remini.pixelup.hd.free,PHOTOGRAPHY,e6c30601d7cb38db64b5fd2bf993bf60,Evoke,2.9.1-23103073,23103073.0
ai.photo.enhancer.photoclear,PHOTOGRAPHY,1829ec531c65f1277d0eed85a22a4d66,AI Photo Enhancer,1.1.5.36,37.0
ai.photo.enhancer.photoeditor,PHOTOGRAPHY,97f681e116b17f85f1c8766416ad1712,PixelGo,2.1.0,85.0
ai.photo.painting.art.generator,ART_AND_DESIGN,5b7600e03cc3e28f4336742953675ce7,Imagine Go,10.0.1,96.0
ai.postermaker.graphicdesign,ART_AND_DESIGN,c63ce876da3bf078cdee9da7ff25f2e9,AI Poster Maker,2.1,201000.0
ai.praktika.android,EDUCATION,df44f29ec0e95ea6646ea55919d2da48,Praktika,3.10.0,454.0
ai.reimage.remodel,ART_AND_DESIGN,a43c15cacda2c2080c7f0077d29731d3,Remodel\nAI,0.3.5+20231022T211804.fe9faf0,623.0
ai.replika.app,HEALTH_AND_FITNESS,81b9264bcce4552969311b1e54ee34ed,Replika,11.17.1,5867.0
ai.seaart.seeu,PHOTOGRAPHY,d049ca6fbdf26b1386bd06f11c1e72e6,See U,1.3.1(1698941403),1698941403.0
ai.socialapps.speakmaster,ENTERTAINMENT,bfa14cf3d14220b1b4facb6a28f387bb,Poly.AI,1.4.6,160.0
ai.song.cover.duet,MUSIC_AND_AUDIO,5c8f4355a6a8d5415e3608e900a031e7,Duet AI,1.8,1002.0
ai.sparkart.aiart,ART_AND_DESIGN,a98e715db7f15f06440391ec0ffb7967,Spark Art,2.2.3,223.0
ai.video.generator,ART_AND_DESIGN,75ae85174a6130d92034f86d47425baf,AI Video,1.1.1,11.0
aiart.generator.aigc,ART_AND_DESIGN,6575b1f156f8b488f1700cd81e5404a9,AimeGen,2.6.97,97.0
aichat.chatgpt,LIFESTYLE,91ed99eb126051d75bd6eee2c1482487,AiGo,2.22,240.0
aidiapp.com.visorsigpac,MAPS_AND_NAVIGATION,9b2e5b41ef9e3411281f95f1dcf83f5e,VisorSIGPAC,1.3.16,121.0
air.HomeWAV,COMMUNICATION,b906901e52cdc0cd294f7b9cde539d17,HomeWAV,2.9.14,2009014.0
air.WR3DFree,GAME,b3a345574a35c32d6b2e7e3d9fd586a6,Wrestling Revolution 3D,1.720.64,1720064.0
air.astibine.animeavatarmaker,GAME,020155acd20524ce77c7a675083294f2,Anime Avatar Character Maker,1.2.8,5013000.0
air.br.com.chinchon.mobile,GAME,434b04cc46a4baec7b37a3e95878e586,ChinChon Online,130.1.31,130013031.0
air.br.com.domino.mobile,GAME,35b9e768fdabf86bc70829e63836b886,Domino,130.1.31,130013031.0
air.br.com.trilha.mobile,GAME,089e8e088cb50d91bdad05d640e988db,Nine Men,127.1.1,127013001.0
air.cbn.superbook.bible.app.android,EDUCATION,3159767ba962718b9288ae35d18ae9f7,Superbook,v2.0.3,983000000.0
air.com.aceviral.motox3m,GAME,fa1c7438fd2ed8ace4f36759b678c253,Moto X3M,1.20.6,1020006.0
air.com.bitrhymes.bingo,GAME,0c5933204c3393ecdaff1b8a1ee6a6ae,Bingo Bash,1.218.0,1218000.0
air.com.bmapps.crazymommyvsdaddycaring,PARENTING,c7fa0cd5c00b140e7c2cbbd0059aba4e,Crazy Mommy vs Daddy Caring,1.1.9,1001009.0
air.com.buffalo_studios.newflashbingo,GAME,503ad78687ac7163c19c0d8e319577c7,Bingo Blitz,5.44.0,50440079.0
air.com.dotpico.mahjong,GAME,e150d8d763a154a2f58c9eea29b0ac1e,Mahjong!,1.4.1,1004001.0
air.com.eu.inove.sss2,EDUCATION,a84d7ccd52fbe14d9d56dd2b790d34bd,Solar System Scope,3.2.5,2006065.0
air.com.games2win.indianfashionstylist,GAME,0cfcb2c2cb2d8bca6e0f38b8939e2fb8,Indian Fashion Dressup Stylist,3.9,60000110.0
air.com.games2win.internationalfashionstylist,GAME,d45d71b57cf5b7b2bb9ecd45c1120164,Fashion Stylist Dress Up Game,10.6,90004558.0
air.com.hypah.io.slither,GAME,b50c35991d8890c3fc847e03252074ec,slither.io,1.8.5,1008005.0
air.com.lunime.gachaclub,GAME,8d34e671e9527c28ad66f7becf017b67,Gacha Club,1.1.12,1001012.0
air.com.lunime.gachalife,GAME,c44d9bbda19af039b1cb75b923db10e9,Gacha Life,1.1.14,1001014.0
air.com.lunime.gachalife2,GAME,7f1b59ce766f45be978ab1589c51fd69,Gacha Life 2,0.95,95000.0
air.com.myheritage.mobile,BOOKS_AND_REFERENCE,fc5e758140b0352b2b9de95463c900da,MyHeritage,6.5.22,60050022.0
air.com.nbcuni.com.nbcsports.liveextra,SPORTS,7a96d2719a6b350eaf17c37bb0a95248,NBC Sports,9.9.0,2000005087.0
air.com.pinturillo2.pinturillo2,GAME,c2314bef0ab8d4962cc785954c2b723f,Pinturillo 2,1.0.19,1000019.0
air.com.pipastudios.release.praiabingo,GAME,61bb194a73297121203f04473d36553c,Praia Bingo,36.03.22,36003022.0
air.com.playtika.slotomania,GAME,797ca302fca3ecc831e130b7b64a16d6,Slotomania,77.106.15,771061520.0
air.com.readysquare.sckeys,AUTO_AND_VEHICLES,5cb833f7f31b4f61190aad99072ddb90,Supercars Keys,1.2.4,1002004.0
air.com.renovo.vismobile,COMMUNICATION,bc4af4275fbc039f402f54458482e392,VisMobile,1.6.68,1006068.0
air.com.rosettastone.mobile.CoursePlayer,EDUCATION,92ee9c13fd463fb6aa4be287d6ee979b,Rosetta Stone,8.21.0,82100005.0
air.com.rosytales.cuteunicorncaringanddressup,COMICS,4115e96b23cad75878bc80e84b040563,Cute Unicorn Caring and Dressup,1.1.6,1001006.0
air.com.spicerackmedia.bingoshowdown,GAME,9104af2ca9e65097897e02fbfcfc2894,Bingo Showdown,462.0.0,870800684.0
air.com.starfall.more,EDUCATION,7963a4fac9759533f5e2d685befa9509,Starfall,3.2.24,3002024.0
air.com.tutotoons.app.animalhairsalon2jungle.free,GAME,0d550652f16a8a5a539ddfb64721949a,Jungle Hair Salon,4.0.10167,400010167.0
air.com.tutotoons.app.sweetbabygirlhalloweenfun.free,GAME,58c60cb4c409e4fa4d1c3a0ccf53c2bd,Halloween Fun,4.0.30023,400030023.0
air.com.vocapp,EDUCATION,955190e09ec91d44b060e96214888cab,VocApp,5.0.69,50000069.0
air.com.vudu.air.DownloaderTablet,ENTERTAINMENT,e92a079e04a593aec3d7c0ac25eb67fd,At Home,10.0.r006.170975753,170975753.0
air.com.winkypinky.dressuproyalprincessdoll,BEAUTY,34d3c54d7426c9d2abe8d4facad2576a,Dress Up Royal Princess Doll,1.3.2,1003002.0
air.com.winkypinky.iceprincessmakeupsalonforsisters,COMICS,43e7817d1e43dd8625ddd169329a988f,Ice Princess Makeup Salon For Sisters,1.2.4,1002004.0
air.epaper.protec.Orbyt,NEWS_AND_MAGAZINES,cd4b62e3ef8f83de2fdf660086fc9896,Orbyt,7.3.14,7200025.0
air.nn.mobile.app.main,EDUCATION,56029874b23d144f1f8f709fc58a0551,NeuroNation,3.7.45,3007045.0
air.ynfo.stickergo,GAME,fbc353056075dd0f70dad525a0c5a758,Sticker GO!,1.8.85,1008085.0
aistudio.fluidwallpaper.livefluid,PERSONALIZATION,c8f2d9e5aa6aabf5fb0c95a48909f582,Magic Fluid: Live Wallpaper 3D,1.14.2,47.0
ait.podka,MUSIC_AND_AUDIO,a068c254ac0462b1d755ecf0e0c6843b,Podkicker,3.7.0(350),350.0
akunososhiki.app.slashHero,GAME,102749035cc0e16496bb4c0a8af9cc62,Slash! Hero,2.2.4,20204.0
akunososhiki.app.starVanisherBR,GAME,4201d02fa378250f0299742b52f807fa,STAR VANISHER - BATTLE ROYAL -,1.2.5,147.0
al.trigonom.writenumbers,GAME,7c180a9274f49635ed6bc889aa965032,Write Numbers,1.60.181023,60.0
aldaheeebee.akertahdet,DATING,c00233fba72fb74183d0880eb1ab766b,وتس الذهبي,2.5,6.0
alerte.pollen,WEATHER,bdfb0a7509e26d960001e39d0a38a2d0,Alert Pollen,2.5.9,20509.0
alerts.climate.widget.radar.forecast.live.local.weather,WEATHER,43b9f00e1b9a3acbc2f2dc92a204fc8e,Weather Forecast,1.6.8,68.0
alexapp.echodot.echoplus.tap.com,PERSONALIZATION,2ad6cbf2a653630c081a6b1e1cd08529,Alex for Alexa App,1.7,10.0
alice.music.downloader.download.mp3.music.song.app,MUSIC_AND_AUDIO,00fdd71b65ef44d34adf6cb09fe1034b,MusicDownloader,1.4.2,142.0
alice.music.downloader.download.music.mp3.song.app,MUSIC_AND_AUDIO,b956b918a5018d2eff4ef2331b1f100f,Mp3Downloader,1.4.3,143.0
all.documentreader.filereader.office.viewer,PRODUCTIVITY,a3553c029705347c947d231f8a6d3d69,All Document Reader,1.0.8.33,33.0
all.video.downloader.allvideodownloader,VIDEO_PLAYERS,759049fff8fdb8fa5b12bf9563164386,All Video Downloader,1.3.6,36.0
all.video.instagram.downloader.download.videos.photos.story.saver,VIDEO_PLAYERS,d9741f1f47c31ef6b64e101cffdb2ec8,Story Saver for Insta,5.1,91.0
alldocumentreader.office.viewer.filereader,PRODUCTIVITY,7771df9d1ecf7515e211a9448725b9e5,One Read,1.1.3,22.0
allvideodownloader.videosaver.storysaver,TOOLS,55e819d261bee59a7f833492cb858f50,All Video Downloader,1.60,60.0
alpha.aquarium.hd.livewallpaper,PERSONALIZATION,0ea6c98da302658531551123e02582f7,The real aquarium - free,2.36,69.0
alpha.hd.anime.girls.wallpapers,COMICS,5be5a35cbbd9efe14ebce3eccb05cf20,HMoe Anime Girls,2.11,18.0
alpha.hd.sexy.anime.wallpaper,COMICS,7a32f361442a215f3d1ce0ef90ee4e1c,HMoe Sexy Anime,2.11,4.0
alpha.sticker.maker,ART_AND_DESIGN,541ab78ef69c0732edb6e42eae7422ab,Free Sticker Maker,1.35,69.0
altergames.carlauncher,AUTO_AND_VEHICLES,1221a8bf080f80d0d7a22b4857072ee1,AGAMA Car Launcher,3.3.2,33206.0
am.SD.Card.Repair,LIBRARIES_AND_DEMO,3874a068aec8ea01873e912f9227891c,SD Card Repair checker,9.0,9.0
amen.blessed.app,BOOKS_AND_REFERENCE,2afe5ac8aed2de58d292db30b666181c,Blessed,2.1.5,111.0
amigosoftware.hb,HOUSE_AND_HOME,d6f6086e5c063920ade1a06bc9d78d72,住商不動產,5.1.2,77.0
amobi.weather.forecast.storm.radar,WEATHER,1e3c90de7953c06fb0926a7511057cbf,Weather Radar,1.92.14,92.0
amplified.bible.free.OFFLINE,LIBRARIES_AND_DEMO,a8b593fd8313cd5453a33344aa0af218,Amplified Bible offline,Amplified Bible Free OFFLINE 5.0,5.0
amresorts.app,TRAVEL_AND_LOCAL,d292f2fee4047f131a62adee584e26e3,Hyatt,1.5.0,18.0
amuseworks.thermometer,WEATHER,8968c4ad6f21ddb952ffc8c5872737f8,Thermometer,5.5.1,551.0
and.brainworks.nummatch,GAME,8c6612698ecc07d0e866d6120d4141f9,NumMatch,1.4.1,32.0
and.dinlygo.tilepair3d,GAME,c51921027e88bf556d91297e6f58a296,Tile Pair 3D,2.6.2,66.0
and.dinlygo.tripletile3d,GAME,0d5688e505c0f5807c131df318c637d2,Triple Tile 3D,1.3.6,15.0
and.lihuhu.MTBall,GAME,b765fbc48c017cbb625e3d9e13b76d84,Match Triple Ball,2.0.8,59.0
and.lihuhu.findmatch,GAME,c1ab602eb2335e0b511ef4c680335b9b,Triple Find,1.9.2,61.0
and.lihuhu.mahjongtriple3d,GAME,cad6e97e4f458dd314851be9df498dd0,Mahjong Triple 3D,2.4.7,42.0
and.lihuhu.matchpair3d,GAME,8df396de8a0d3f6dcf3f775d6219c17a,Match Pair 3D,3.5.1,68.0
and.lihuhu.threedotscollectemall,GAME,9cc32edc883ef81f94fc96225be75483,3 Dots,2.3.2,28.0
and.lihuhu.tiletriple3d,GAME,39d77279e4054681b831457b7422461b,Tile Triple 3D,2.6.2,68.0
and.lihuhu.woober,GAME,5ec9bc1af8e703a3d1482645588f746e,Woodber,2.3.4,221011049.0
and.matchgames.zenblossom,GAME,434a7c38f87371a469b066f08cab17ee,Zen Blossom,1.7.1,43.0
and.onemt.pos,GAME,42c1ead6639beaef555b7e5a609d6944,War of Evolution,70082,70082.0
android.AbcApplication,NEWS_AND_MAGAZINES,fa98a731b0f1f9236cfea4aa9a9c3f85,ABC News,8.3.36,8180.0
androidx.compose.material.catalog,LIBRARIES_AND_DEMO,13150886dc4638644162deca06fb5615,Compose Material Catalog,2.2.0,2200.0
ani.appworld.eighteen,COMICS,f3bcb36497f4d9df4fdebfbdd1d44a61,Anime World,3.2.6,326.0
animal.connect.relax.match.puzzle,GAME,11cd55dc881a70d28d2bdef9e9982c8b,Animal Onet Puzzle,1.1.5,16.0
animal.summon.master,GAME,07f096dde09d12315956eeaa80de63eb,Animal Master,1.30,42.0
animalringtones.birdcallssoundsandringtones.animalsoundsandringtones,MUSIC_AND_AUDIO,d72b31426599f0c89e77668f404a25d7,Animal Ringtone,1.34,35.0
antivirus.virus.cleaner.clean.vpn.booster,TOOLS,61f96d8cc4a6d4930bf63be545a24d98,Cleaner & Antivirus,1.2.3,79.0
any.call.international.phone.wifi.calling,COMMUNICATION,c9d9015c6d6d1c699436a2ff7654fa31,Any Call,v2.0.1,34.0
api.real.call.maker,SOCIAL,c43f4b5049065cce8764419ab23bf118,Real Call,1.0.1,10100.0
aplic2132251.vlz,DATING,a7d5c9e32848ee26c883301a2ba3aede,الوتس الذهبي التاج 2023,12.7,18.0
aplicacion.tiempo,WEATHER,64308aa722fbde4a72aa25f3e3528ed6,Meteored,8.2.6_free,647.0
app.Influxy.app,SOCIAL,54f047f3297ed1559f03d27de8c48179,Influxy.Android,37,37.0
app.aawireless,AUTO_AND_VEHICLES,3abe405f3d9a0c2585052302ec7d3aa6,AAWireless,3.35-1091,3351091.0
app.anydownloader.video.downloader.videodownloader,VIDEO_PLAYERS,c51b67eccdb425a20902a1052b6257b6,AnyDownloader,1.3.7,137.0
app.apk.backup,LIBRARIES_AND_DEMO,31edacd91bb93cb85636f0e911040cfc,APK Backup,3.2.2,336.0
app.ayushmancard.download,HEALTH_AND_FITNESS,941e548e4e10e9ebcff39291b964ca4a,Health card,3.0,21.0
app.baly.passenger,TRAVEL_AND_LOCAL,83c2704bb8f79ba0dca4f44595828d35,Baly,1.5.0,120.0
app.bible.lite.offline,BOOKS_AND_REFERENCE,a3ce73afb75d6be93fba48d24793b93d,Bible,1.12.0-r7,2059.0
app.biubiuvpn.biubiuvpn,TOOLS,deb68b10cb781ad7ab474fab154242e8,biubiuvpn,2.1.2,212.0
app.blackgentry,DATING,468d42b1cee2dbb6a42427698c132311,BlackGentry,3.99,99.0
app.blinkit.onboarding,FOOD_AND_DRINK,b0ddb4cc900ab5d2297c89bcb119ffa0,Blinkit Onboarding App,11.6.8,110608.0
app.brogrammer.hindinewslive,NEWS_AND_MAGAZINES,5eab9a44dd80e66bba4f564037f1a1d5,Hindi News Live,1.0,1.0
app.bumpy.android,DATING,1e0f765d58e38fb5f2e961dcf2fb64e7,Bumpy,2.3.3,1001.0
app.callpe,SOCIAL,9c5d61e5051e2bfdb8299a753508a830,Callpe,1.5.1,94.0
app.cashway.reward,LIFESTYLE,0f3450887ba01babb6f1932131efd83a,CashWay,1.0.0,4.0
app.celebrate.celpho,PHOTOGRAPHY,dafa7a2fa1c134929c8550c9c00d68e1,Celebrate,22.0.12,100089.0
app.ch1ty,DATING,5a8b0361d47514505d1d7bbc43456e61,Chaty,1.5.12,110.0
app.club15,SPORTS,565dc4f98b29a793a776b35a330d4c46,15th Club,3.0.12,30000120.0
app.collx.android,SPORTS,ee2cc1b09ede0845564c52cf09fd684e,CollX,2.1.33,701.0
app.com.brochill,VIDEO_PLAYERS,bd39a50ae9356e1455f178f371b340b6,BroChill,1.0.36,212.0
app.cryptomania.com,BUSINESS,f79fbff55cc7c68882483ef2dee40831,Cryptomania,3.0.55,3213.0
app.delisa.android,COMMUNICATION,781ca6d1ca26a9163fd8183de88e0977,Delisa,2.1.3 - 231016,20103.0
app.dexvpn,COMMUNICATION,9394204c67d72192db298da114e439a8,DexVPN,2.0.3,112.0
app.disciplined.productive.structured.habit.tracker,PRODUCTIVITY,2803e07ae2cc27714a1d8d5b91393322,Disciplined,1.0.8,16.0
app.divine,LIFESTYLE,f2dac33901a965fa4b4214315e8d87a4,DivineTalk\nAstrology,3.4.4,79.0
app.dlue,SOCIAL,965c01c3c5f9ef8977dbd66058dff634,Dolu,1.5.12,110.0
app.dogo.com.dogo_android,EDUCATION,70a0ed01e30266c8fe3d1d78b0116f80,Dogo,9.7.0,90070000.0
app.dreamgirl,SOCIAL,7ccb0f8968fa7b59a80353759daf265f,GoodFriend,1.5.2,95.0
app.du3u,COMMUNICATION,504af54e87992047580506ecf7c98046,Dudu,1.5.12,110.0
app.duolicious,DATING,9d0cae27135596c16a9a123ef1830709,Duolicious,7.0.0,7.0
app.duomevideochat.call,SOCIAL,dac05ab6f9d5aab04f0adbe94239fa6a,DuoMe Call,1.1.8,46.0
app.duomevideochat.india,SOCIAL,bf9eaa76011e99c75ac804a584116a73,DuoMe IN,1.1.8,46.0
app.duomevideochat.link,ENTERTAINMENT,5706482d73d4af5d4ba0644235f4275e,DuoMe Link,1.2.1,50.0
app.duomevideochat.now,SOCIAL,6738b3611f4aa49049135364b4feee97,DuoMe Now,1.2.1,50.0
app.duomevideochat.x,SOCIAL,4c819e6a713d3ee718d45756acbfe120,DuoMe X,1.2.0,48.0
app.duoyo.link,SOCIAL,8c181fb1f1c58ac6337f272260dbb1f5,DuoYo Link,1.0.8,14.0
app.duoyo.lite,SOCIAL,cd15b8337c386c90722bee589e0e1bed,DuoYo Lite,1.0.6,10.0
app.duoyo.x,SOCIAL,2c28561f6adc9fba5505a763b2427f7d,DuoYo X,1.0.7,12.0
app.easy.meditation,LIFESTYLE,eefbebff8cdb66e236df1dd59081f15e,PariM,2.5.18,18.0
app.eldebate.com,NEWS_AND_MAGAZINES,7f0eec95d96a92919db9da92dc1cd5a7,El Debate,1.12,12.0
app.election.watch,TRAVEL_AND_LOCAL,5bb2f5aa4a5427fc004effca0c300d4b,Location Watchdog,2.8,8.0
app.feelsy,HEALTH_AND_FITNESS,42b9759cd5a80d98505d15be82b29bb1,Feelsy,4.4.0,70.0
app.fori.android,SHOPPING,c9984921255bce8a3f7c30eb112f8fe2,فوری,4.0.1-146,146.0
app.foryou,BEAUTY,329f674e8f8d051268077f1dd133ea36,forYou,4.1.7,715.0
app.frnclb,SOCIAL,9a6bdbb6150052fea71f130ce8c10af9,FriendClub,1.5.12,110.0
app.game.rentaapps,COMICS,db597bd60f51ecdab38a90bd46006863,Renta!,2.9.0,72.0
app.ganeshaspeaks.kundli.astrology.horoscope.astro.vedic.jyotish.astrologer.prediction.zodiac,LIFESTYLE,65eb2416d51c34c6e266f69e61976b5a,GaneshaSpeaks,6.3.4,156.0
app.girlfriend,SOCIAL,084d69692fc209e5378fb285a73b85fa,OnlineFriend,1.5.2,95.0
app.grapheneos.camera.play,PHOTOGRAPHY,486f54e635f76931d9f0e11862014d6e,Camera,68,68.0
app.grotinou.sushi,SOCIAL,fe6dc0678b29723d1545eab6b17e7744,SUSH,0.38.0,617.0
app.habitaclia2,HOUSE_AND_HOME,c1ed01268e6f1de1e0b5ee5cf91fe967,habitaclia,7.225.2,722502.0
app.hallow.android,BOOKS_AND_REFERENCE,fdb508a745bacdce37abf836919528cf,Hallow,9.4.1,957.0
app.hook.dating,DATING,baaf7ac9b909db9b34f363dd1c519009,Hook,2.2.3,86.0
app.hookup.com,DATING,b6190d4acffac73a30e8c6010bc8c774,HookUP.com,1.1.19,52.0
app.impo.GP,MEDICAL,307f6afbeed130fa8334c01659dfa68b,Impo,4.8.0,101.0
app.instabet.betr,SPORTS,8e36f73fb15646a726125963a5a64306,Betr,3.9.12,4042.0
app.jlve,SOCIAL,d0f098c965560e8c72fb412426fe876d,Jive,1.5.12,110.0
app.joinsesh.sesh,SOCIAL,833a6369730aa6720318a94caf4acf7d,sesh,1.17.0,140.0
app.kidplay.pottywhiz,PARENTING,46be14d5e1b37b542385080134622e8c,pottywhiz,5.0.29,152.0
app.kids360.kid,PARENTING,d9e08dd298e52da8d5f1604d0e4a93e7,Alli360,1.86.0,1698424752.0
app.kids360.parent,PARENTING,d0d574c19f23a88d97e95e5067f600be,Kids360 for parents,1.85.1,1698078034.0
